2026-03-30 21:48:48,936 - INFO - Loaded 4599 gGSP records from d:\Studia\Projekty\gsp-lab\results\plots\gGSP_5.0.csv
2026-03-30 21:48:49,202 - INFO - Loaded 4599 lDDT records from d:\Studia\Projekty\gsp-lab\results\lddt\finished\global_report.csv
2026-03-30 21:48:51,589 - INFO - Processing target: CR1107
2026-03-30 21:48:51,716 - INFO - 
--- Detailed data for target: CR1107 ---
2026-03-30 21:48:51,741 - INFO - 
   Model   gGSP  lDDT   RMSD  DI_all  INF_all  INF_wc  INF_nwc  INF_stacking  Clash_Score      P-value   mcq  TM-score
   bujnicki_2 27.932 0.563 29.444  41.139    0.716   0.826   0.6800         0.674         9.90 4.230000e-10 24.94     0.657
   bujnicki_3 30.897 0.565 27.481  37.051    0.742   0.852   0.7450         0.699        12.55 2.470000e-13 26.07     0.662
   bujnicki_4 32.234 0.576 20.050  27.568    0.727   0.839   0.6800         0.684        18.56 0.000000e+00 26.20     0.658
   bujnicki_5 30.832 0.566 28.281  38.642    0.732   0.857   0.6800         0.684        36.59 5.920000e-12 25.13     0.659
       chen_1 31.765 0.557 38.390  49.438    0.777   0.935   0.6800         0.712         8.66 1.220000e-01 29.04     0.616
      chen_10 31.423 0.566 37.057  46.490    0.797   0.945   0.7560         0.737         5.48 2.830000e-02 28.32     0.618
       chen_2 30.938 0.572 38.575  47.062    0.820   0.954   0.8250         0.759         6.01 1.440000e-01 27.53     0.623
       chen_3 33.119 0.585 35.238  44.342    0.795   0.945   0.7070         0.734         7.25 1.760000e-03 28.75     0.631
       chen_4 31.878 0.576 34.352  42.101    0.816   0.964   0.8250         0.749         2.65 3.250000e-04 29.07     0.617
       chen_5 32.012 0.582 33.895  42.605    0.796   0.945   0.7560         0.732         2.65 1.240000e-04 29.56     0.612
       chen_6 33.313 0.576 32.774  41.652    0.787   0.897   0.8250         0.737         4.24 9.090000e-06 28.72     0.618
       chen_7 31.262 0.570 37.986  46.832    0.811   0.926   0.8250         0.760         5.30 8.220000e-02 28.79     0.628
       chen_8 31.022 0.570 39.147  49.115    0.797   0.897   0.7560         0.758         5.83 2.280000e-01 29.03     0.610
       chen_9 31.551 0.567 37.786  47.309    0.799   0.954   0.8250         0.727         4.24 6.650000e-02 26.97     0.630
        das_1 35.324 0.659 30.827  37.085    0.831   0.927   0.7070         0.800         9.90 3.980000e-08 19.05     0.685
       das_10 34.314 0.654 28.840  34.193    0.843   0.936   0.7560         0.812        13.43 4.840000e-11 19.14     0.669
        das_2 32.717 0.633 35.367  43.497    0.813   0.927   0.6670         0.777         9.19 2.210000e-03 19.12     0.666
        das_3 36.299 0.670 31.447  37.211    0.845   0.936   0.7070         0.818        12.73 2.530000e-07 19.35     0.684
        das_4 32.154 0.641 31.440  37.556    0.837   0.927   0.7070         0.809        10.61 2.490000e-07 19.48     0.683
        das_5 37.176 0.662 32.634  38.294    0.852   0.936   0.7560         0.825        10.43 6.380000e-06 18.90     0.704
        das_6 33.681 0.637 31.703  38.792    0.817   0.927   0.7070         0.779        10.43 5.270000e-07 19.55     0.664
        das_7 32.806 0.648 31.224  37.573    0.831   0.936   0.7070         0.798         9.19 1.320000e-07 19.02     0.707
        das_8 32.722 0.638 30.971  37.896    0.817   0.927   0.7560         0.776        13.43 6.180000e-08 19.43     0.699
        das_9 31.987 0.643 33.132  39.857    0.831   0.936   0.7070         0.797        12.55 2.180000e-05 19.35     0.666
       ding_1 22.341 0.461 34.347  50.921    0.675   0.829   0.4710         0.615        11.14 3.220000e-04 25.23     0.379
       ding_2 27.926 0.461 39.456  55.068    0.717   0.881   0.3638         0.667        12.20 2.830000e-01 23.28     0.357
    farfar2_1 32.826 0.653 29.825  35.466    0.841   0.936   0.7070         0.812        10.96 1.570000e-09 18.98     0.703
   farfar2_10 32.725 0.649 29.970  35.621    0.841   0.936   0.7560         0.809        12.90 2.540000e-09 19.19     0.671
    farfar2_2 33.865 0.659 30.223  35.464    0.852   0.936   0.7560         0.825        11.49 5.860000e-09 19.14     0.702
    farfar2_3 42.891 0.663 22.173  26.843    0.826   0.927   0.7070         0.793        10.78 0.000000e+00 19.26     0.678
    farfar2_4 31.462 0.646 33.951  41.148    0.825   0.936   0.6670         0.792        11.14 1.400000e-04 18.99     0.686
    farfar2_5 32.799 0.656 35.170  41.950    0.838   0.936   0.7560         0.805        10.61 1.560000e-03 19.43     0.677
    farfar2_6 32.717 0.633 35.367  43.497    0.813   0.927   0.6670         0.777         9.19 2.210000e-03 19.12     0.666
    farfar2_7 32.293 0.640 34.563  41.389    0.835   0.919   0.7070         0.809         9.02 4.970000e-04 19.48     0.678
    farfar2_8 34.314 0.654 28.840  34.193    0.843   0.936   0.7560         0.812        13.43 4.840000e-11 19.14     0.669
    farfar2_9 32.225 0.637 34.976  43.014    0.813   0.936   0.6320         0.776        13.26 1.100000e-03 19.90     0.673
   ifoldrna_1 14.796 0.448 34.225  53.406    0.641   0.702   0.0000         0.639       118.19 2.510000e-04 26.03     0.221
   ifoldrna_2 16.649 0.474 31.629  47.185    0.670   0.802   0.1920         0.642       129.57 4.270000e-07 26.32     0.286
   ifoldrna_3 16.771 0.466 28.287  44.259    0.639   0.775   0.0000         0.611       170.09 6.050000e-12 25.38     0.306
   ifoldrna_4 16.135 0.439 22.390  34.088    0.657   0.764   0.0000         0.633       155.97 0.000000e+00 27.62     0.295
   ifoldrna_5 15.494 0.454 35.513  56.507    0.628   0.775   0.0000         0.594       131.84 2.850000e-03 26.63     0.249
rnacomposer_1 34.468 0.618 19.630  24.152    0.813   0.955   0.7070         0.758         8.49 0.000000e+00 22.48     0.512
rnacomposer_2 34.153 0.604 28.174  35.008    0.805   0.946   0.5440         0.758         9.72 3.910000e-12 22.13     0.597
rnacomposer_3 33.290 0.583 26.826  36.203    0.741   0.936   0.5000         0.668        11.49 1.590000e-14 25.06     0.639
rnacomposer_4 33.793 0.569 24.603  33.397    0.737   0.946   0.3850         0.663        10.25 0.000000e+00 25.21     0.534
rnacomposer_5 33.210 0.559 21.474  28.591    0.751   0.946   0.3850         0.682        12.55 0.000000e+00 27.32     0.396
     simrna_1 17.574 0.464 27.809  40.883    0.680   0.814   0.0000         0.652       145.66 9.280000e-13 27.19     0.252
     simrna_2 18.619 0.480 22.170  34.036    0.651   0.761   0.0000         0.628       138.36 0.000000e+00 26.53     0.281
     simrna_3 18.333 0.478 32.679  49.647    0.658   0.804   0.0000         0.624       136.53 7.150000e-06 27.13     0.249
     simrna_4 14.772 0.436 28.145  41.347    0.681   0.768   0.0000         0.667       152.16 3.500000e-12 26.99     0.212
     simrna_5 17.361 0.461 29.100  45.381    0.641   0.794   0.0000         0.611       142.98 1.240000e-10 25.49     0.178
        tfn_1 36.322 0.632 25.154  31.089    0.809   0.918   0.7560         0.770        13.62 0.000000e+00 20.00     0.681
       tfn_10 35.226 0.639 23.039  27.716    0.831   0.918   0.7560         0.802        10.78 0.000000e+00 19.08     0.671
        tfn_2 32.228 0.653 35.992  43.007    0.837   0.927   0.7070         0.810        12.20 6.240000e-03 18.90     0.702
        tfn_3 54.129 0.693 14.504  17.145    0.846   0.936   0.7070         0.820        11.84 0.000000e+00 19.13     0.695
        tfn_4 34.703 0.645 31.913  39.102    0.816   0.909   0.7560         0.783        12.73 9.460000e-07 19.87     0.674
        tfn_5 33.527 0.650 30.069  35.459    0.848   0.927   0.7070         0.825        12.20 3.540000e-09 19.74     0.670
        tfn_6 34.035 0.650 31.364  37.241    0.842   0.927   0.7560         0.814        11.67 1.990000e-07 18.68     0.661
        tfn_7 33.049 0.634 30.518  37.299    0.818   0.908   0.6670         0.793        13.79 1.510000e-08 20.06     0.662
        tfn_8 32.371 0.635 33.061  39.971    0.827   0.927   0.7070         0.794        12.02 1.840000e-05 19.65     0.666
        tfn_9 34.212 0.659 29.104  35.012    0.831   0.927   0.6670         0.803         9.37 1.270000e-10 19.70     0.684
       xiao_1 14.506 0.414 32.582  58.922    0.553   0.461   0.0000         0.609        21.07 5.580000e-06 27.38     0.666
       xiao_2 13.140 0.408 29.403  53.803    0.547   0.461   0.0000         0.600        13.10 3.660000e-10 30.42     0.666
       xiao_3 14.363 0.416 31.670  55.738    0.568   0.497   0.0000         0.614        12.38 4.810000e-07 29.05     0.666
       xiao_4 15.772 0.428 32.314  56.693    0.570   0.565   0.0000         0.595        15.74 2.780000e-06 29.71     0.666
       xiao_5 19.634 0.506 32.122  47.326    0.679   0.782   0.0000         0.667        18.39 1.670000e-06 26.18     0.666
2026-03-30 21:48:58,083 - INFO - Total models with gGSP: 72
2026-03-30 21:48:58,083 - INFO - Metric lDDT: available for 72/72 models
2026-03-30 21:48:58,083 - INFO - Metric RMSD: available for 72/72 models
2026-03-30 21:48:58,083 - INFO - Metric DI_all: available for 72/72 models
2026-03-30 21:48:58,085 - INFO - Metric INF_all: available for 72/72 models
2026-03-30 21:48:58,085 - INFO - Metric INF_wc: available for 72/72 models
2026-03-30 21:48:58,085 - INFO - Metric INF_nwc: available for 72/72 models
2026-03-30 21:48:58,086 - INFO - Metric INF_stacking: available for 72/72 models
2026-03-30 21:48:58,086 - INFO - Metric Clash_Score: available for 72/72 models
2026-03-30 21:48:58,086 - INFO - Metric P-value: available for 72/72 models
2026-03-30 21:48:58,086 - INFO - Metric mcq: available for 72/72 models
2026-03-30 21:48:58,086 - INFO - Metric TM-score: available for 72/72 models
2026-03-30 21:48:58,097 - INFO - Clash_Score: Pearson=0.683, Spearman=0.320, Kendall=0.193 (n=72)
2026-03-30 21:48:58,103 - INFO - DI_all: Pearson=0.687, Spearman=0.696, Kendall=0.530 (n=72)
2026-03-30 21:48:58,106 - INFO - INF_all: Pearson=0.876, Spearman=0.765, Kendall=0.599 (n=72)
2026-03-30 21:48:58,112 - INFO - INF_nwc: Pearson=0.857, Spearman=0.582, Kendall=0.432 (n=72)
2026-03-30 21:48:58,118 - INFO - INF_stacking: Pearson=0.817, Spearman=0.759, Kendall=0.582 (n=72)
2026-03-30 21:48:58,123 - INFO - INF_wc: Pearson=0.798, Spearman=0.578, Kendall=0.439 (n=72)
2026-03-30 21:48:58,127 - INFO - mcq: Pearson=0.581, Spearman=0.632, Kendall=0.442 (n=72)
2026-03-30 21:48:58,132 - INFO - P-value: Pearson=-0.022, Spearman=0.268, Kendall=0.198 (n=72)
2026-03-30 21:48:58,137 - INFO - RMSD: Pearson=0.207, Spearman=0.273, Kendall=0.200 (n=72)
2026-03-30 21:48:58,142 - INFO - TM-score: Pearson=0.605, Spearman=0.550, Kendall=0.400 (n=72)
2026-03-30 21:48:58,147 - INFO - lDDT: Pearson=0.902, Spearman=0.835, Kendall=0.671 (n=72)
2026-03-30 21:48:58,149 - INFO - Saved correlation results to d:\Studia\Projekty\gsp-lab\results\correlations\PZ28_gGSP_correlations.csv
2026-03-30 21:48:58,150 - INFO - Processing target: PZ28tBox
2026-03-30 21:48:58,343 - INFO - 
--- Detailed data for target: PZ28tBox ---
2026-03-30 21:48:58,365 - INFO - 
        Model   gGSP  lDDT   RMSD  DI_all  INF_all  INF_wc  INF_nwc  INF_stacking  Clash_Score      P-value   mcq  TM-score
    adamiak_1 30.653 0.583 22.124  27.579    0.802   0.933   0.5000         0.765         9.44 3.890000e-05 23.60     0.263
    adamiak_2 38.366 0.599  6.824   8.423    0.810   0.932   0.5000         0.778        10.39 0.000000e+00 23.70     0.264
    adamiak_3 31.293 0.587 17.328  21.211    0.817   0.932   0.5000         0.788         6.92 1.850000e-11 23.41     0.278
    adamiak_4 31.863 0.596 19.912  25.047    0.795   0.915   0.5000         0.759        10.07 1.110000e-07 24.76     0.236
    adamiak_5 31.549 0.590 16.087  20.440    0.787   0.933   0.0000         0.765         8.50 1.390000e-13 23.33     0.238
   bujnicki_1 30.812 0.583 19.309  27.484    0.703   0.826   0.0000         0.676        13.53 1.750000e-08 25.14     0.244
   bujnicki_2 27.932 0.563 17.382  25.835    0.673   0.800   0.0000         0.645         7.87 2.270000e-11 24.71     0.258
   bujnicki_3 30.897 0.565 20.266  27.613    0.734   0.863   0.4583         0.706         9.76 3.130000e-07 26.51     0.238
   bujnicki_4 32.234 0.576 19.590  27.984    0.700   0.839   0.0000         0.667         6.92 4.190000e-08 26.00     0.225
   bujnicki_5 30.832 0.566 20.939  29.431    0.711   0.877   0.0000         0.667        26.75 2.020000e-06 24.80     0.251
       chen_1 31.765 0.557 24.387  33.698    0.724   0.931   0.5770         0.641         7.24 3.530000e-03 30.63     0.236
      chen_10 31.423 0.566 24.964  33.965    0.735   0.913   0.7500         0.664         3.78 8.810000e-03 29.72     0.197
       chen_2 30.938 0.572 26.309  34.221    0.769   0.914   0.8940         0.698         6.30 5.200000e-02 28.30     0.210
       chen_3 33.119 0.585 25.475  33.829    0.753   0.914   0.6710         0.692         7.55 1.840000e-02 30.54     0.255
       chen_4 31.878 0.576 27.253  35.588    0.766   0.931   0.8940         0.688         1.26 1.350000e-01 30.21     0.216
       chen_5 32.012 0.582 26.695  35.977    0.742   0.931   0.7500         0.660         2.52 7.900000e-02 31.16     0.228
       chen_6 33.313 0.576 23.060  31.288    0.737   0.857   0.8940         0.680         3.78 3.010000e-04 29.44     0.224
       chen_7 31.262 0.570 23.959  31.224    0.767   0.895   0.8940         0.707         2.52 1.690000e-03 29.40     0.237
       chen_8 31.022 0.570 25.726  34.162    0.753   0.838   0.8940         0.713         5.98 2.560000e-02 30.14     0.237
       chen_9 31.551 0.567 22.825  30.514    0.748   0.931   0.8940         0.660         2.20 1.840000e-04 27.67     0.218
        das_1 35.324 0.659 10.795  12.989    0.831   0.918   0.2890         0.821         4.09 0.000000e+00 17.89     0.227
       das_10 34.314 0.654 15.943  18.656    0.855   0.933   0.3540         0.844         3.46 7.650000e-14 17.76     0.238
        das_2 32.717 0.633 13.646  16.315    0.836   0.933   0.2890         0.824         3.46 0.000000e+00 17.26     0.235
        das_3 36.268 0.670 10.490  12.463    0.842   0.933   0.2890         0.831         7.24 0.000000e+00 18.15     0.260
        das_4 32.154 0.641 19.588  22.922    0.855   0.933   0.2890         0.850         5.35 4.170000e-08 18.33     0.222
        das_5 37.176 0.662 11.403  13.344    0.855   0.933   0.3540         0.844         4.09 0.000000e+00 17.75     0.229
        das_6 33.681 0.637 15.312  18.918    0.809   0.933   0.2890         0.784         4.72 5.160000e-15 18.48     0.241
        das_7 32.806 0.648 17.922  21.857    0.820   0.933   0.2890         0.800         2.83 1.630000e-10 17.95     0.281
        das_8 32.722 0.638 19.188  23.767    0.807   0.918   0.3540         0.781         7.24 1.190000e-08 18.16     0.228
        das_9 31.987 0.643 19.735  23.488    0.840   0.933   0.3540         0.824         5.67 6.520000e-08 17.55     0.290
       ding_1 22.341 0.461 18.143  29.600    0.613   0.690   0.3254         0.596        11.33 3.580000e-10 25.59     0.203
       ding_2 27.926 0.461 16.392  24.838    0.660   0.794   0.3638         0.621        14.79 4.820000e-13 22.83     0.198
    farfar2_1 32.826 0.653 20.105  24.098    0.834   0.933   0.2890         0.821         3.78 1.960000e-07 17.32     0.292
   farfar2_10 32.725 0.649 20.467  24.057    0.851   0.933   0.3540         0.839         2.52 5.540000e-07 17.53     0.240
    farfar2_2 33.865 0.659 16.230  18.877    0.860   0.933   0.3540         0.852         4.09 2.500000e-13 18.43     0.243
    farfar2_3 42.891 0.663  5.994   7.046    0.851   0.933   0.2890         0.844         4.41 0.000000e+00 17.70     0.252
    farfar2_4 31.462 0.646 16.692  20.358    0.820   0.933   0.2890         0.800         3.78 1.600000e-12 17.84     0.241
    farfar2_5 32.799 0.656 15.647  18.863    0.830   0.933   0.3540         0.808         3.46 2.190000e-14 17.92     0.300
    farfar2_6 32.717 0.633 13.646  16.315    0.836   0.933   0.2890         0.824         3.46 0.000000e+00 17.26     0.235
    farfar2_7 32.293 0.640 18.318  21.999    0.833   0.918   0.2890         0.824         2.52 6.580000e-10 18.35     0.266
    farfar2_8 34.314 0.654 15.943  18.656    0.855   0.933   0.3540         0.844         3.46 7.650000e-14 17.76     0.238
    farfar2_9 32.225 0.637 19.634  23.996    0.818   0.933   0.2500         0.803         4.41 4.800000e-08 18.89     0.272
   ifoldrna_1 14.796 0.448 21.631  33.377    0.648   0.678   0.0000         0.653        97.95 1.200000e-05 26.73     0.220
   ifoldrna_2 16.649 0.474 21.194  31.783    0.667   0.773   0.0626         0.645       142.00 3.960000e-06 26.79     0.199
   ifoldrna_3 16.771 0.466 19.499  30.677    0.636   0.733   0.0000         0.622       155.79 3.160000e-08 27.77     0.202
   ifoldrna_4 16.135 0.439 18.500  27.609    0.670   0.700   0.0000         0.676       166.72 1.230000e-09 27.15     0.237
   ifoldrna_5 15.494 0.454 17.547  28.787    0.610   0.725   0.0000         0.584       141.37 4.190000e-11 26.63     0.207
rnacomposer_1 34.468 0.618 13.208  16.086    0.821   0.933   0.5000         0.792         6.92 0.000000e+00 22.59     0.264
rnacomposer_2 34.153 0.604 21.338  27.226    0.784   0.933   0.5000         0.736         9.44 5.730000e-06 21.62     0.285
rnacomposer_3 33.290 0.583 27.630  38.717    0.714   0.915   0.3540         0.645         8.50 1.860000e-01 24.42     0.249
rnacomposer_4 33.793 0.569 25.292  34.883    0.725   0.933   0.0000         0.660        10.07 1.420000e-02 27.49     0.208
rnacomposer_5 33.210 0.559 16.826  24.315    0.692   0.915   0.3540         0.607         9.13 2.710000e-12 27.92     0.242
     simrna_1 17.574 0.464 20.223  27.902    0.725   0.848   0.0000         0.702       147.48 2.760000e-07 27.46     0.229
     simrna_2 18.619 0.480 19.559  28.664    0.682   0.787   0.0000         0.662       152.63 3.820000e-08 26.84     0.209
     simrna_3 18.333 0.478 19.274  28.513    0.676   0.807   0.0000         0.649       133.84 1.560000e-08 27.13     0.243
     simrna_4 14.772 0.436 20.450  29.983    0.682   0.742   0.0000         0.676       123.94 5.280000e-07 27.44     0.222
     simrna_5 17.361 0.461 16.196  22.737    0.712   0.814   0.0000         0.698       148.98 2.180000e-13 24.55     0.247
        tfn_1 36.322 0.632 23.045  28.609    0.806   0.933   0.3540         0.775         6.61 2.920000e-04 19.58     0.261
       tfn_10 35.226 0.639 19.581  23.411    0.836   0.918   0.3540         0.824         3.46 4.070000e-08 16.87     0.255
        tfn_2 32.228 0.653 20.757  24.989    0.831   0.918   0.2890         0.821         4.72 1.240000e-06 18.20     0.236
        tfn_3 54.129 0.693  5.026   5.897    0.852   0.933   0.2890         0.847         5.04 0.000000e+00 17.59     0.260
